,id,created_at,username,text
182,1549820130791591936,Wed Jul 20 18:14:48 +0000 2022,quotebotinnit,there is an old children is joke you hold up a white piece of paper and you ask 'what is this ' a rabbit in a snowstorm
183,1549820130388951040,Wed Jul 20 18:14:48 +0000 2022,RAndbassfish,and more ridge strength is no joke go
184,1549820124387020805,Wed Jul 20 18:14:46 +0000 2022,arm_third,_brittney i thought it was a joke but since i never had one and don t know anyone who does i thought maybe if they re real gross they can go in a dish washer
185,1549820123472711681,Wed Jul 20 18:14:46 +0000 2022,Darrell02554398,for is it hot outside no joke but i have seen worse that was the year our lake dried up
186,1549820122897981445,Wed Jul 20 18:14:46 +0000 2022,maria06464362,what a disappointment i have booked business class cash and skywards i have just been told that i do not qualify for the chauffeur service that other business class ticket have as part of the service this is a joke
187,1549820122591858688,Wed Jul 20 18:14:46 +0000 2022,Devonproud,_o they are not even in the first team they are in their or future as they call them us soccer really is a joke
188,1549820115801329668,Wed Jul 20 18:14:44 +0000 2022,SupriseKitten,is a real language spoken by people in it s a really racist joke
189,1549820113746018305,Wed Jul 20 18:14:44 +0000 2022,MatamorosSVO,_raya_ damn dude that s a legit dad joke respect i m here for it too
190,1549820112282304520,Wed Jul 20 18:14:43 +0000 2022,accountantfaith,an absolute joke u k is absolutely f
191,1549820110000439296,Wed Jul 20 18:14:43 +0000 2022,ImRantBurgundy,it was one of the little would use and yes it was for the similar purpose of knowing your purpose my tweet was a joke about still the team to similar wording in the statement it s for
192,1549820109333692416,Wed Jul 20 18:14:42 +0000 2022,OhmicImp,this joke is for like of you
193,1549820104430555136,Wed Jul 20 18:14:41 +0000 2022,farrugia_rory,_ttv is nothing but i sense this is a joke
194,1549820102522052608,Wed Jul 20 18:14:41 +0000 2022,BrianSm66085263,who whether it is a joke or an entire novel just write it some people will be offended because that is what they do most will look at it and shrug hopefully they might snicker or get some enjoyment out of it
195,1549820100093521920,Wed Jul 20 18:14:40 +0000 2022,nomanautomata,_mara i have a joke about you want to hear it no are you ready now hey just following up on my last message was wondering if you were still interested in hearing my joke
196,1549820098168459265,Wed Jul 20 18:14:40 +0000 2022,jaxelburgh,on being the second person to make that joke
197,1549820096201334784,Wed Jul 20 18:14:39 +0000 2022,Arnold_Midd,heat no joke
198,1549820085619281920,Wed Jul 20 18:14:37 +0000 2022,_lomljen,joke funny mo so much
199,1549820079646584832,Wed Jul 20 18:14:35 +0000 2022,slvtherintae,which twin will he interact with and what if it is and i know it is crazy but what if one of them is solely so they could pull off this joke thinking he is hilarious when he took that name someone take my phone away being a clown
200,1549820078505730048,Wed Jul 20 18:14:35 +0000 2022,maluwaydeprived,joke
201,1549820071496892417,Wed Jul 20 18:14:33 +0000 2022,simonayyym,will make such an offhanded joke and leave me
202,1549820064660131843,Wed Jul 20 18:14:32 +0000 2022,prettyprettybts,the fact that the word hiatus was used to describe chapter like a big joke now
203,1549820059312422947,Wed Jul 20 18:14:31 +0000 2022,chinny4OBI,unknown and is a joke of a party total joke total failure from portable to this they can not get nothing right shame on them
